Vin_A,Vin_B,temp,pvdd,cqload,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp_par,xj_n,xj_p,ndep_n,ndep_p,leakage
0.0,0.0,43.78643070691845,1.04965359625794,1.6213602437696292e-15,8.858098066243095e-10,9.149307555120971e-10,8.800085293108695e-10,9.382330596057959e-10,9.149568033865217e-10,9.596845198812876e-10,6.400031665527385e-10,1.4389072979553337e-08,1.4344859738569972e-08,6.530156421369386e+18,2.7519899648488893e+18,1.688666e-08
0.0,1.0,43.78643070691845,1.04965359625794,1.6213602437696292e-15,8.858098066243095e-10,9.149307555120971e-10,8.800085293108695e-10,9.382330596057959e-10,9.149568033865217e-10,9.596845198812876e-10,6.400031665527385e-10,1.4389072979553337e-08,1.4344859738569972e-08,6.530156421369386e+18,2.7519899648488893e+18,9.442174e-09
